,Topic_Perc_Contrib,readability,richness,objectivity,Review Useful,text
1227,0.349,6.74,101.64000000000001,0.3129629629629629,0,"['truly', 'send', 'kind', 'care', 'compassionate', 'doctor', 'ever', 'imagine', 'knowledge', 'wellness', 'superb', 'really', 'way', 'make', 'understand', 'exactly', 'happen', 'body', 'live', 'healthy', 'lucky', 'find', 'myomectomy', 'recover', 'beautifully', 'anxiety', 'fear', 'know', 'care', 'staff', 'exceptional', 'truly', 'angel']"
1228,0.3634,6.57,63.63636363636365,0.575,0,"['compationate', 'skilled', 'doctor', 'find', 'give', 'courage', 'need', 'health', 'professional', 'confidence', 'proactive', 'stance', 'indispensable', 'doctor', 'much']"
1229,0.3956,7.81,99.59384615384617,0.18333333333333324,0,"['great', 'doctor', 'deal', 'uterine', 'fibroid', 'size', 'basketball', 'remove', 'hstly', 'speak', 'surgery', 'feel', 'light', 'happy', 'ever', 'trust', 'give', 'time', 'health', 'seeking', 'field']"
1230,0.399,7.33,95.22,0.23690476190476184,0,"['fibroid', 'question', 'good', 'true', 'gift', 'large', 'fibroid', 'patient', 'thorough', 'truly', 'demonstrate', 'exceptional', 'literally', 'make', 'feel_comfortable', 'uncomfortable', 'state', 'surgery', 'feel', 'fantastic', 'gift', 'appointment']"
1231,0.3698,6.99,72.49454446262958,0.5901785714285714,0,"['uterus', 'open', 'incision', 'large', 'finroid', 'however', 'keep', 'incision', 'small', 'surgery', 'went_smoothly', 'surgery', 'listened_carefully', 'explaine', 'kindly', 'busy', 'doctor', 'never', 'rush', 'finish', 'email', 'sat', 'night', 'dismiss', 'hospital', 'concern', 'recovery', 'email', 'back', 'explain', 'skin', 'sensitive', 'immediately', 'recognize', 'surgery', 'aware', 'various', 'condition', 'experience', 'doctor']"
1232,0.3614,7.63,77.00000000000003,0.4375,0,"['actively', 'listen', 'concern', 'give', 'thorough', 'information', 'available', 'option', 'recently', 'surgery', 'already', 'continue', 'bless', 'magical', 'hand', 'bless', 'find']"
1233,0.3579,8.07,100.14502393846638,0.55,0,"['attn', 'fibroid', 'existence', 'doctor', 'suffer', 'heavy', 'bleeding', 'discomfort', 'long', 'time', 'time', 'meeting', 'understanding', 'listen', 'want', 'give', 'good', 'recommendation', 'must', 'surgery', 'far', 'discomfort', 'menstrual', 'behavior', 'predict', 'recovery', 'actually', 'happen', 'overall', 'attentiveness', 'grateful', 'find', 'make', 'health', 'episode', 'distant', 'memory', 'reclaim', 'normal']"
1234,0.4191,8.03,72.97876215396509,0.273076923076923,0,"['fortunate', 'enough', 'secure', 'blessed', 'punctual', 'professional', 'brilliant', 'physician', 'ever_met', 'outstanding', 'practitioner', 'amazing', 'patient', 'care', 'manner', 'support', 'responsiveness', 'attentive', 'gynecological', 'need', 'willing', 'answer_question', 'fortunate', 'surgeon', 'care', 'testing', 'able', 'deal', 'fibroid', 'issue', 'way', 'comfortable', 'understand', 'meet', 'exceptional']"
1235,0.3531,7.02,67.56174767979982,0.4666666666666667,0,"['find', 'constantly', 'hopeless', 'hesitant', 'surgery', 'previous', 'doctor', 'want', 'doctor', 'referral', 'doctor', 'instant', 'patient', 'doctor', 'connection', 'make', 'comfortable', 'pleasing', 'experience', 'professional', 'incredible', 'knowledgeable', 'female', 'condition', 'endometriosis', 'listen', 'concern', 'allow', 'answer', 'question', 'never_felt', 'push', 'pressure', 'provide', 'website', 'educate', 'condition', 'trust', 'feel', 'confident', 'let', 'surgery', 'make', 'feel', 'wonderful', 'healthy', 'complication', 'whatsoever', 'surgery', 'surgery', 'success', 'grateful', 'blessed', 'doctor', 'sincere', 'absolutely', 'amazing', 'bless', 'tell', 'wonderful', 'caring', 'talented', 'staff', 'professional', 'courteous', 'experience', 'office', 'always', 'lastly', 'always', 'prompt', 'return', 'call', 'email', 'message', 'definitely_recommend', 'much']"
1236,0.3523,8.79,79.38000000000001,0.4342857142857143,0,"['highly_recommend', 'remove', 'large', 'fibroid', 'ask', 'well', 'doctor', 'explain', 'condition', 'procedure', 'carefully', 'thoughtfully', 'return', 'message', 'promptly', 'kind', 'personable', 'addition', 'feel', 'safe', 'hand', 'recovery', 'smooth']"
1237,0.3592,5.6,52.593582887700535,0.6333333333333333,0,"['remove', 'meet', 'doctor', 'care', 'earth', 'person', 'detail', 'dedicated', 'person', 'get', 'back', 'quickly', 'wish', 'doctor', 'look', 'surgery', 'good', 'doctor']"
1238,0.3715,7.31,46.239999999999995,0.22499999999999998,0,"['experience', 'always', 'superb', 'family', 'amazing', 'love', 'care', 'person', 'help', 'love']"
1239,0.3757,6.51,76.875,0.4041666666666667,0,"['find', 'swiftly', 'able', 'problem', 'sort', 'clearly', 'accurately', 'question', 'pop', 'able', 'correspond', 'telephone', 'make', 'feel_safe', 'surgery', 'never', 'enough', 'team']"
1240,0.3608,6.04,83.50295857988166,0.22499999999999998,0,"['find', 'doctor', 'able', 'correctly', 'severe', 'bleed', 'finally_decide', 'time', 'surgery', 'frightened', 'know', 'staff', 'amazing_job', 'remove', 'cyst', 'polyp', 'feel', 'brand_new', 'free', 'grateful', 'nurse', 'kind', 'caring']"
1241,0.3961,8.22,67.27000000000001,0.43333333333333324,0,"['impressed', 'care', 'follow', 'professional', 'knowledgeable', 'field', 'work', 'always', 'search', 'good', 'treatment', 'engage', 'patient']"
1242,0.3518,7.41,61.901234567901234,0.3651515151515151,0,"['amazing', 'search', 'new', 'gyn', 'procedure', 'need', 'asap', 'try', 'meet', 'go', 'well', 'big', 'hospital', 'surprised', 'surgery', 'time', 'staff', 'exceptional', 'experience', 'new', 'doctor', 'doctor']"
1243,0.601,6.06,79.14430333253188,0.5642536475869809,1,"['uncared', 'unsafe', 'hand', 'doctor', 'abnormal', 'pap', 'thus', 'nervous', 'exam', 'particularly', 'fun', 'experience', 'tell', 'news', 'news', 'result', 'news', 'check', 'online', 'wait', 'little', 'long', 'abnormal', 'test', 'decide', 'call', 'check', 'take', 'response', 'email', 'enough', 'cell', 'collect', 'accurate', 'read', 'potentially', 'cancer', 'cell', 'cervix', 'year', 'last', 'pap', 'personally_called', 'check', 'go', 'tell', 'go', 'whole', 'year', 'next', 'pap', 'think', 'ok', 'fact', 'treat', 'patient', 'call', 'much', 'tell', 'speak', 'insurance', 'pay', 'follow', 'appointment', 'unable', 'job', 'place', 'put', 'position', 'break', 'sure', 'deadly', 'disease', 'really', 'needless', 'find', 'new', 'doctor', 'actually', 'care', 'patient', 'course', 'actually', 'phone', 'way', 'express', 'concern', 'frustration', 'site']"
1244,0.3508,7.44,69.0,0.43333333333333324,0,"['meet', 'extremely', 'fortunate', 'spend', 'try', 'understand', 'fibroid', 'make', 'pregnant', 'take', 'time', 'thoroughly', 'explain', 'happen', 'body', 'option', 'extremely', 'satisfied', 'procedure', 'far', 'begin', 'old', 'body', 'back', 'education', 'matter']"
1245,0.4087,6.48,87.60721396264798,0.4211111111111111,0,"['highly_recommende', 'physician', 'unfortunately', 'slot', 'decide', 'doctor', 'result', 'ultrasound', 'come', 'back', 'satisfied', 'explanation', 'get', 'doctor', 'decide', 'opinion', 'luckily', 'schedule', 'open', 'go', 'trough', 'result', 'really', 'detailed', 'knowledgeable', 'describe', 'condition', 'possible', 'treatment', 'ever', 'sugery', 'worried', 'feel', 'hand', 'involve', 'surgery', 'make', 'feel', 'calm', 'comfortable', 'wake', 'red', 'eye', 'flight', 'feel', 'imagine', 'come', 'tell', 'happen', 'surgery', 'instead', 'syst', 'side', 'polyp', 'remove', 'place', 'recovery', 'really', 'painkiller', 'back', 'normal', 'time', 'thank', 'team', 'really', 'important', 'want', 'educate', 'woman', 'problem', 'may', 'website', 'really', 'helpful', 'give', 'additional', 'information']"
1246,0.3777,7.22,88.37953367875647,0.44999999999999996,0,"['perform', 'partial', 'hysterectomy', 'start', 'finish', 'kind', 'patient', 'informative', 'question', 'prepare', 'office', 'answer', 'feel_rushed', 'question', 'relevant', 'informed', 'option', 'decide', 'base', 'schedule', 'surgery', 'stay', 'contact', 'call', 'available', 'question', 'call', 'email', 'surgery', 'come', 'early', 'explained_everything', 'happen', 'answer', 'question', 'well', 'staff', 'accommodate', 'overall', 'regret', 'wait', 'long', 'procedure', 'encourage', 'woman', 'severe', 'menstrual', 'problem', 'adenosmyosis', 'gynecological', 'problem', 'spend', 'suffer', 'simply', 'wonderful', 'best']"
1247,0.5849,7.27,73.15084576270763,0.4733333333333333,1,"['perform', 'remove', 'fibroid', 'surgery', 'go', 'well', 'happy', 'result', 'care', 'provide', 'surgery', 'fibroid', 'remove', 'gynecological', 'procedure', 'learn', 'fibroid', 'various', 'reason', 'include', 'obgyn', 'cold', 'decide', 'go', 'doctor', 'discuss', 'option', 'feel', 'uneasy', 'unconvinced', 'wanted', 'procedure', 'search', 'online', 'expert', 'area', 'decide', 'appointment', 'meet', 'discuss', 'option', 'remove', 'fibroid', 'double', 'size', 'moment_met', 'know', 'hand', 'read', 'online', 'true', 'skepticism', 'frustration', 'doctor', 'meet', 'away', 'energetic', 'take', 'time', 'answer_question', 'importantly', 'make', 'feel', 'extremely', 'comfortable', 'expertly', 'explain', 'pro', 'con', 'removal', 'option', 'well', 'option', 'opinion', 'best', 'decide', 'size', 'result', 'scar', 'appreciate', 'concern', 'particularly', 'woman', 'assure', 'several', 'occasion', 'best', 'keep', 'incision', 'small', 'possible', 'size', 'fibroid', 'promise', 'deliver', 'bikini', 'incision', 'low', 'hide', 'skimpy', 'underwear', 'small', 'long', 'heal', 'nicely', 'surgery', 'back', 'normal', 'work']"
1248,0.4108,8.18,89.80363636363639,0.5238095238095237,0,"['go', 'opinion', 'bad', 'experience', 'gynecological', 'surgeon', 'feel', 'fortunate', 'find', 'advise', 'get', 'invasive', 'robotic', 'myomectomy', 'look', 'lab', 'test', 'end', 'get', 'much', 'simple', 'hysteroscopy', 'instead', 'feel', 'confident', 'call', 'professional', 'compassionate', 'transparent', 'procedure', 'diagnose', 'doctor']"
1249,0.3709,7.37,42.875000000000014,0.6690476190476191,0,"['recently', 'surgery', 'friboid', 'time', 'see', 'doctor', 'professional', 'care', 'understanding', 'smart']"
1250,0.3419,6.95,161.28000000000014,0.575,0,"['recently', 'surgery', 'good', 'doctor', 'ever', 'bless', 'find']"
1251,0.3595,7.92,35.17467248908297,0.3933333333333333,0,"['recently', 'surgery', 'care', 'take', 'time', 'explain', 'illness', 'available', 'treatment', 'surgery', 'myomectomy', 'successful', 'felt_comfortable', 'confident', 'good', 'gynecologist', 'recommend', 'friend', 'family']"
1252,0.3668,9.57,68.03999999999998,0.2542857142857142,0,"['incredible', 'kind', 'patient', 'smart', 'thorough', 'highly', 'averse', 'surgery', 'explain']"
1253,0.4629,7.14,90.99411957679547,0.3995833333333334,0,"['doctor', 'absolutely', 'huge', 'fibroid', 'realize', 'time', 'pregnancy', 'give', 'immense', 'lose', 'child', 'want', 'rid', 'fibroid', 'try', 'go', 'opinion', 'like', 'instantly', 'meet', 'sympathetic', 'kind', 'answer', 'questions_patiently', 'good', 'thing', 'put', 'injection', 'suggest', 'ask', 'discuss', 'surgical', 'approach', 'abdominal', 'surgery', 'assuring', 'post', 'surgery', 'completion', 'immediately', 'update', 'husband', 'surgery', 'go', 'scar', 'hardly', 'visible', 'really', 'tiny', 'post', 'surgery', 'develop', 'fever', 'send', 'email', 'reply', 'instantly', 'seriously', 'expect', 'doctor', 'send', 'update', 'post', 'surgery', 'get', 'sit', 'initially', 'hard', 'bowel', 'movement', 'return', 'able', 'walk', 'smoothly', 'start', 'cook', 'light', 'household', 'activity', 'start', 'go', 'work', 'invole', 'public', 'transport', 'walk', 'fine', 'healing', 'well', 'start', 'light', 'run', 'ever', 'medication', 'take', 'week', 'surgery', 'read', 'other', 'expereince', 'worry', 'honestly', 'seem', 'write', 'fibroids', 'problem', 'doctor', 'really', 'make', 'feel', 'encouraged', 'child', 'future']"
1254,0.3631,6.35,72.19433962264151,0.42524509803921573,1,"['doctor', 'future', 'family', 'anemic', 'due', 'fibroid', 'deal', 'much', 'recently', 'go', 'deliver', 'son', 'suggest', 'response', 'look', 'especially', 'want', 'child', 'decide', 'opinion', 'find', 'doctor', 'immediately', 'make', 'feel', 'ease', 'fibroid', 'common', 'mean', 'treat', 'reassure', 'able', 'child', 'day', 'feel', 'patient', 'level', 'care', 'attention', 'provide', 'walk', 'option', 'together', 'decide', 'myomectamy', 'good', 'procedure', 'surgery', 'success', 'able', 'remove', 'fibroid', 'total', 'mainly', 'uterus', 'make', 'impossible', 'get', 'pregnant', 'be', 'decide', 'surgery', 'pregnant', 'surgery', 'concern', 'doctor', 'amaze', 'kind', 'leave', 'hospital', 'question', 'concern', 'email', 'doctor', 'call', 'answer', 'question', 'never', 'care', 'attention', 'doctor', 'immediate', 'response', 'wonderful', 'doctor', 'knowledgeable', 'rest', 'assure', 'answer', 'may', 'rush', 'explain', 'question', 'concern', 'home', 'recover', 'surgery', 'expand', 'family', 'thank', 'doctor']"
1255,0.3823,7.01,89.83772874058127,0.3895833333333333,0,"['wonderful', 'highly_recommend', 'come', 'candidate', 'huge', 'fibroid', 'size', 'soccer', 'ball', 'scare', 'expected', 'mine', 'complex', 'surgery', 'willing', 'thoroughly', 'review', 'record', 'take', 'time', 'fully', 'appointment', 'email', 'completely', 'front', 'possibility', 'surgical', 'complication', 'thank', 'tremendous', 'skill', 'experience', 'surgical', 'complication', 'top', 'amazed', 'able', 'normal', 'early', 'surgery', 'worry', 'fibroid', 'long', 'go', 'tell', 'time', 'call', 'consultation']"
1256,0.3794,6.91,78.68543172308863,0.31666666666666676,0,"['extremely', 'warm', 'gentle', 'knowledgeable', 'doctor', 'always', 'remain', 'patient', 'kind', 'helpful', 'honest', 'fibroid', 'grow', 'calm', 'comforting', 'explain', 'good', 'remove', 'remove', 'surgery', 'team', 'extremely', 'kind', 'informative', 'help', 'calm', 'nerve', 'finish', 'immediately', 'informed', 'mom', 'husband', 'exactly', 'surgery', 'date', 'go', 'exactly', 'mention', 'see', 'appointment', 'scar', 'healing', 'able', 'manage', 'use', 'regiment', 'significantly', 'improve', 'quality', 'thankful', 'recommend', 'go', 'forward', 'continue', 'gyn', 'imagine', 'go']"
1257,0.3601,6.31,84.29616985912969,0.3416666666666667,0,"['bless', 'find', 'manner', 'quite_frankly', 'good', 'gynecologist', 'ever_encountered', 'abdominal_myomectomy', 'perform', 'surgery', 'hitch', 'incision', 'low', 'one', 'ever', 'cut', 'extremely', 'detailed', 'afraid', 'surgery', 'power', 'natural', 'method', 'avoid', 'surgery', 'let', 'tell', 'wait', 'fibroid', 'soon', 'possible', 'taraneh', 'disappoint', 'well']"
1258,0.4316,8.22,92.28079144537357,0.29848484848484835,1,"['painful', 'procedure', 'colposcopie', 'facility', 'successfully', 'treat', 'finally', 'come', 'warm', 'engaging', 'detail', 'frank', 'saying', 'case', 'procedure', 'continue', 'indefinitely', 'consider', 'keeping', 'ovary', 'suggest', 'previous', 'doctor', 'disregard', 'firmly', 'believe', 'earlier', 'prevent', 'progression', 'disease', 'time', 'scar', 'show', 'happy', 'healthy', 'team', 'excellent']"
1259,0.3569,8.04,96.768,0.2222222222222222,1,"['work', 'carefully', 'patient', 'sure', 'receive', 'good', 'preventative', 'health', 'care', 'possible', 'personalized', 'treatment_option', 'problem', 'suffer', 'chronic', 'eventually', 'perform', 'completely', 'take', 'choice', 'condition', 'thankful']"
1260,0.3734,7.73,92.16,0.2416666666666667,1,"['perform', 'incredibly', 'kind', 'intelligent', 'supportive', 'doctor', 'trust', 'completely', 'informative', 'warm', 'willing', 'answer_question', 'never', 'meet', 'well', 'doctor', 'dream', 'gynocologist']"
1261,0.3437,9.2,16.080000000000005,0.0,1,"['wonderful', 'doctor', 'happier']"
1262,0.3514,7.9,106.07037338528878,0.5375,1,"['find', 'search', 'consultation', 'doctor', 'tell', 'hysterectomy', 'option', 'deal', 'problem', 'sizeable', 'initial', 'meeting', 'immediately', 'aware', 'warmth', 'intelligence', 'know', 'away', 'surgeon', 'patiently', 'listen', 'concern', 'understand', 'interest', 'hysterectomy', 'provide', 'additional', 'option', 'explain', 'pro', 'con', 'procedure', 'use', 'point', 'perform', 'remove', 'fibroid', 'feel', 'aside', 'excellent', 'surgeon', 'manner', 'good', 'thing', 'listen', 'concern', 'allow', 'decision', 'make', 'power', 'body', 'additionally', 'address', 'issue', 'email', 'question', 'recommend', 'woman', 'look', 'kindness', 'compassion']"
1263,0.4141,7.56,83.0,0.5375,0,"['decide', 'perform', 'glad', 'take', 'time', 'option', 'give', 'full', 'explanation', 'option', 'fibroid', 'remove', 'big', 'care', 'old', 'self', 'suffering', 'fibroid', 'experience', 'surgery', 'decide', 'switch', 'permanent', 'gyn']"
1264,0.3718,6.27,68.4082752921733,0.4015873015873017,0,"['find', 'search', 'problem', 'prolong', 'bleeding', 'time', 'meet', 'sure', 'able', 'help', 'problem', 'prolong', 'bleed', 'due', 'fibroid', 'feel', 'concern', 'problem', 'find', 'fibroid', 'spend', 'hospital', 'week', 'kind', 'painful', 'team', 'always', 'make', 'business', 'check', 'hospital', 'left', 'question', 'answer', 'promptly', 'email', 'post', 'surgery', 'feel', 'heal', 'progress', 'go', 'may', 'mention', 'unnoticeable', 'incision', 'highly_recommend', 'team', 'knowledeable', 'fibroid', 'treatment', 'glad_found', 'numerous', 'doctor']"
1265,0.3658,6.87,90.55656998384718,0.46599326599326596,1,"['highly_recommend', 'excellent', 'start', 'finish', 'specialize', 'patient', 'fibroid', 'fibroid', 'surgery', 'case', 'extremely_knowledgeable', 'current', 'new', 'development', 'extremely', 'patient', 'never', 'rush', 'understand', 'explain_everything', 'slowly', 'clearly', 'sure', 'understand', 'surgery', 'successful', 'surgical', 'incision', 'small', 'recovery', 'quick', 'rough', 'start', 'better', 'go', 'back', 'work', 'parttime', 'feel', 'almost', 'par', 'particular', 'surgery', 'follow', 'check', 'really', 'feel', 'good', 'care', 'doctor', 'clearly', 'patient', 'find']"
1266,0.3521,9.65,11.0,0.5800000000000001,1,"['best', 'knowledgeable', 'highly', 'recommnede']"
1267,0.3395,7.58,84.64,0.5625,1,"['perform', 'fibroid', 'surgery', 'complication', 'ever', 'check', 'fine', 'refer', 'other', 'crazey', 'patient', 'knowledgable', 'calls_promptly']"
1268,0.336,5.62,135.52000000000015,0.30000000000000004,1,"['wonderful', 'doctor', 'put', 'completely', 'ease', 'find']"
1269,0.3863,7.98,24.0,0.016666666666666607,0,"['knowledge', 'evrythe', 'question', 'pleasant', 'demeanor', 'put', 'ease', 'awesome', 'doctor']"
1270,0.4339,6.7,76.80937140290294,0.34333333333333327,0,"['never', 'deserve', 'find', 'pregnant', 'want', 'good', 'baby', 'start', 'upon_meete', 'staff', 'welcome', 'warm', 'embodie', 'doctor', 'care', 'concerned', 'warm', 'friendly', 'patient', 'importantly', 'want', 'good', 'baby', 'way', 'appointment', 'frantic', 'weekend', 'question', 'never', 'patient', 'number', 'always', 'person', 'delivery', 'day', 'continue', 'care', 'make', 'joyous', 'calm', 'mostly', 'importantly', 'keep', 'encourage', 'motivated', 'push', 'past', 'exhaustion', 'great', 'blessing', 'person', 'daughter', 'make', 'possible', 'safely', 'bring', 'world', 'recommend', 'personal', 'care']"
1271,0.3597,6.23,95.83,0.25,0,"['patient', 'doctor', 'bring', 'beautiful', 'child', 'world', 'always', 'integral', 'part', 'live']"
1272,0.3986,6.84,74.06,0.28888888888888886,0,"['ever_met', 'aside', 'expert', 'field', 'devote', 'kind', 'individual', 'patient', 'priority', 'feel', 'lucky', 'care']"
1273,0.3672,10.17,38.440000000000005,0.25,0,"['extraordinary', 'physician', 'surgeon', 'extremely', 'compassionate', 'kind', 'human', 'receptionist', 'always', 'patient']"
1274,0.3333,0.55,28.000000000000007,1.0,0,"['always', 'ever']"
1275,0.3644,8.18,102.06,0.35,0,"['truly', 'amazing', 'skill', 'compassion', 'care', 'unparallele', 'whole', 'labor', 'delivery']"
1276,0.3629,7.32,92.47999999999999,0.14222222222222225,0,"['incredible', 'doctor', 'sure', 'patient', 'come', 'delivery', 'quick', 'coaching', 'every_single', 'step', 'important', 'schedule', 'go', 'labor', 'drop', 'immediately', 'side', 'impressed', 'recommend']"
1277,0.3625,13.82,93.1535989960795,0.34548611111111105,0,"['use', 'competent', 'obgyn', 'way', 'make', 'patient', 'deliver', 'son', 'stay', 'entire', 'labor', 'delivery', 'somehow', 'every_single', 'patient', 'truly', 'incredible', 'importantly', 'compassionate', 'doctor', 'ever_met', 'case', 'point', 'elderly', 'mother', 'patient', 'time', 'crisis', 'doctor', 'give', 'appointment', 'cause', 'say', 'probably', 'nervous', 'pull', 'chair', 'next', 'hear', 'clearly', 'hard', 'hearing', 'speak', 'directly', 'time', 'patient', 'elderly', 'doctor', 'speak', 'come', 'patient', 'make', 'patient', 'feel', 'ignore', 'calm', 'guide', 'operation', 'treatment', 'thereafter', 'successful', 'outcome', 'pregnant', 'amniocentesis', 'cause', 'worry', 'baby', 'know', 'nervous', 'tell', 'sure', 'result', 'call', 'news', 'call', 'start', 'group', 'call', 'plaque', 'read', 'truly', 'real', 'big', 'shoutout', 'wonderful', 'staff', 'always', 'feel', 'important', 'loved', 'always', 'office', 'best']"
1278,0.4128,7.81,53.50284738041002,0.3416666666666667,0,"['recently', 'deliver', 'child', 'choose', 'base', 'glowing', 'recommendation', 'work', 'colleague', 'decision', 'staff', 'incredibly', 'warm', 'compassionate', 'expertise', 'experience', 'felt_comfortable', 'secure', 'pregnancy', 'delivery', 'end', 'unexpectedly', 'deliver', 'baby', 'side', 'sacrifice', 'day', 'ensure', 'safe', 'delivery', 'staff', 'make', 'family', 'husband', 'experience']"
1279,0.3654,5.92,55.51556420233463,1.0,0,"['take', 'care', 'wife', 'take', 'care', 'pregnancy', 'bleed', 'person', 'come', 'check', 'hospital', 'doctor', 'help', 'family']"
1280,0.3586,6.08,76.0,0.375,1,"['write', 'already', 'review', 'honest', 'write', 'enough', 'begin', 'describe', 'need', 'return', 'call', 'much', 'patience', 'kind', 'compassionate']"
1281,0.3785,8.34,80.70588235294117,0.5499999999999999,1,"['great', 'physician', 'hope', 'seek', 'care', 'passionate', 'craft', 'definition', 'provide', 'quality', 'care', 'personality', 'schedule', 'appointment', 'smile', 'recommend', 'time', 'time', 'mother', 'extermely', 'professional']"
1282,0.3588,6.1,27.30708661417323,0.5,1,"['knowledgeable', 'doctor', 'doctor', 'available', 'emergency', 'expecte', 'time', 'good']"
1283,0.3558,8.24,106.47368421052634,0.5922979797979797,1,"['skillfully', 'compassionately', 'guide', 'process', 'pregnancy', 'birth', 'never', 'question', 'ask', 'hard', 'answer', 'patience', 'calm', 'demenear', 'put', 'spouse', 'ease', 'create', 'trust', 'relaxed', 'atmosphere', 'really', 'pregency', 'birth', 'plan', 'use', 'next', 'ease', 'new', 'chapter', 'smoothly', 'seemingly', 'effortlessly']"
1284,0.3987,6.61,87.12,0.25249999999999995,0,"['deliver', 'boy', 'girl', 'twin', 'begin', 'patient', 'kind', 'gentle', 'thorough', 'calm', 'expert', 'can', 'scar', 'caesarian', 'section', 'can', 'recommend', 'doctor', 'highly']"
1285,0.3755,9.13,122.47199999999998,0.4044444444444445,0,"['practice', 'accurately', 'name', 'take', 'time', 'staff', 'incredibly', 'kind', 'helpful', 'responsive', 'ease', 'pregnancy', 'minimal', 'anxiety', 'perform', 'amazingly', 'expert', 'unplanned', 'term', 'speedy', 'almost', 'painless', 'recovery', 'aesthetic', 'incision', 'baby', 'decide', 'middle', 'night', 'weekend', 'can', 'recommend', 'highly']"
1286,0.3674,6.34,50.54000000000001,0.09999999999999998,1,"['kind', 'compassionate', 'knowledgeable', 'see', 'son', 'absolutely', 'none', 'well']"
1287,0.3366,6.34,64.715,0.3666666666666667,1,"['exceptionally', 'kind', 'real', 'intellectual', 'man', 'instantly', 'feel', 'safe', 'hand', 'deeply', 'thoughtful', 'bless']"
1288,0.3507,2.19,46.239999999999995,0.8,0,"['person', 'never', 'feel_rushe', 'spend', 'much', 'time']"
1289,0.3876,7.0,93.15068493150685,0.3400000000000001,0,"['write', 'easy', 'thing', 'pleasant', 'chronic', 'illness', 'see', 'doctor', 'little', 'doctor', 'traditional', 'alternative', 'functional', 'none', 'compare', 'honestly', 'doctor', 'discipline', 'kind', 'professional', 'compassionate', 'doctor', 'work', 'anymore', 'time', 'limit', 'time', 'limit', 'make', 'sense', 'doctor', 'take', 'time', 'need', 'impart', 'information', 'excellent', 'supply', 'genuine', 'warmth', 'support', 'need', 'leave_feele', 'better', 'enter', 'office', 'gentle', 'spirit', 'manifest', 'gentle', 'exam', 'apologize', 'examination', 'involve', 'husband', 'often', 'come', 'quick', 'lovely', 'human', 'always', 'say', 'thing', 'leave', 'indeed']"
1290,0.3729,8.62,14.000000000000004,0.25,0,"['good', 'doctor', 'compassionate', 'caring', 'amazing', 'doctor']"
1291,0.4072,7.03,106.09000000000002,0.3472222222222222,0,"['enough', 'star', 'convey', 'level', 'care', 'star', 'point', 'deliver', 'baby', 'time', 'preeclamptic', 'need', 'section', 'early', 'late', 'give', 'level', 'care', 'other', 'better', 'late', 'always', 'time', 'case', 'give', 'specialty', 'absolutely', 'excellent', 'manage', 'pregnancy', 'extremely', 'responsive', 'staff', 'wonderful']"
1292,0.3588,6.84,80.91999999999999,0.31999999999999995,0,"['good', 'doctor', 'meet', 'doctor', 'highly', 'exceed', 'expert', 'kind', 'thorough', 'trust']"
1293,0.3728,7.19,68.82909090909091,0.375,0,"['outstanding', 'gynecologist', 'care', 'patient', 'well', 'doctor', 'human', 'touch', 'passion', 'role', 'model', 'doctor', 'redefine', 'noble', 'family']"
1294,0.3758,9.1,14.0,0.4666666666666667,0,"['good', 'doctor', 'doctor', 'compare', 'kind', 'professional', 'expert', 'gynecology']"
1295,0.3603,6.36,93.25750000000002,0.3833333333333334,0,"['amazing', 'doctor', 'incredible', 'person', 'perform', 'cerclage', 'safe', 'side', 'convince', 'different', 'outcome', 'early', 'delivery', 'healthy', 'boy', 'trust', 'doctor', 'delivery', 'see', 'thing', 'doctor']"
1296,0.3679,7.57,94.27478260869567,0.26,0,"['gentlest', 'care', 'physician', 'pregnancy', 'threaten', 'trimester', 'miscarriage', 'perform', 'emergency', 'cerclage', 'sustain', 'pregnancy', 'doubt', 'outcome', 'different', 'care', 'expertise', 'excellent', 'job', 'section', 'delivery', 'heal', 'fast', 'little', 'scar', 'barely_visible', 'wonderful', 'job']"
1297,0.4328,7.52,56.79163204747775,0.5,0,"['exemplary', 'doctor', 'human', 'commitment', 'compassion', 'practice', 'make', 'visit', 'comfortable', 'really', 'care', 'dearly', 'patient', 'wonderful', 'life', 'bring', 'world', 'can', 'enough', 'knowledge', 'staff', 'care', 'receive', 'best', 'good']"
1298,0.3879,8.01,38.0,0.6000000000000001,0,"['skilled', 'devoted', 'doctor', 'completely', 'available', 'patient', 'admire', 'respected', 'colleague', 'staff', 'patient', 'best']"
1299,0.353,8.32,22.0,1.0,0,"['compassionate', 'physician', 'ever', 'encounter']"
1300,0.3641,1.02,80.91999999999999,0.6714285714285715,0,"['write', 'simple', 'word', 'best', 'keep', 'work']"
